STW,CHs,CHdg,CTz,windU,windV,Heading,Power,Draft,Speed,Power
7.256752165,2.548173167,256.1604488,8.007915183,9.07980407,3.171388987,270.0254223,8863.766323,9.15,382.1438489,1772.753265
7.334915333,2.554011948,256.2459867,7.983372909,9.241327769,3.088241101,291.1072811,8759.7,9.15,394.6256548,1751.94
7.3680084,2.561888231,256.258509,7.954088639,9.41312587,3.024586588,270.0254285,8708.31,9.15,399.9911081,1741.662
7.412332533,2.568708973,256.3600755,7.929180488,9.563977805,2.943039768,270.0254285,8662.133333,9.15,407.2533669,1732.426667
7.3898704,2.575908549,256.4687144,7.904108577,9.709499832,2.861849851,270.0254285,8668.226667,9.15,403.5621862,1733.645333
7.3646648,2.583880948,256.596305,7.880176934,9.841085245,2.787056872,270.0254285,8685.821667,9.15,399.4468076,1737.164333
7.36850831,2.595412786,256.7802345,7.856706553,9.928887609,2.769710834,270.0254285,8714.43838,9.15,400.0725302,1742.887676
7.354967407,2.607315415,256.9698855,7.833957498,10.01710468,2.75223588,270.0190714,8729.775926,9.15,397.8709745,1745.955185
7.385941603,2.617630052,257.146991,7.813298176,10.09671427,2.733926171,291.1139252,8710.703833,9.15,402.9188713,1742.140767
7.401955798,2.633987099,257.2794732,7.787609623,10.21245497,2.743401717,270.0254348,8647.945525,9.15,405.5453834,1729.589105
7.412583683,2.647359785,257.4875575,7.766958986,10.30519156,2.725384775,270.0254348,8655.187608,9.15,407.2947648,1731.037522
7.3590064,2.66112093,257.7014187,7.747020935,10.39868869,2.706807098,270.0254348,8683.896667,9.15,398.5268091,1736.779333
7.310921842,2.677093554,257.9698513,7.731760332,10.49026954,2.668418391,270.0254348,8764.022099,9.15,390.7656885,1752.80442
7.254285289,2.693977715,258.2588882,7.718130332,10.58274933,2.616871708,270.0190761,8780.297952,9.15,381.7542609,1756.05959
7.35925771,2.708789905,258.5314312,7.706154961,10.66083266,2.568331776,270.0254348,8621.208015,9.15,398.5676395,1724.241603
7.447379923,2.726160553,258.8377298,7.694444984,10.74229156,2.520434131,270.0254348,8579.764479,9.15,413.0575159,1715.952896
7.325484667,2.74367769,259.1509473,7.683603826,10.81745403,2.476575373,291.1205748,8695.951667,9.15,393.1054736,1739.190333
7.445090755,2.768479926,259.4246426,7.671024936,10.9153788,2.466340771,270.0254411,8558.896226,9.15,412.6767374,1711.779245
7.3356012,2.786566955,259.7650892,7.669137735,10.9494143,2.46628425,270.0254411,8663.18,9.15,394.736366,1732.636
7.398786667,2.804866661,260.1076044,7.668223683,10.98538221,2.47133139,270.0190808,8578.55,9.15,405.0247063,1715.71
7.323272054,2.82078432,260.4208408,7.66803122,11.01643135,2.480691452,270.0254411,8746.491582,9.15,392.7493766,1749.298316
7.302376831,2.839518727,260.7662597,7.6696189,11.06789777,2.499283045,270.0190808,8723.107325,9.15,389.3971078,1744.621465
7.3448604,2.855977366,261.0809549,7.671348992,11.11283931,2.519326341,270.0254411,8723.241667,9.15,396.2329952,1744.648333
7.296335333,2.875495996,261.4277821,7.674195085,11.16930312,2.54507432,270.0254411,8750.513333,9.15,388.4314238,1750.102667
7.257326667,2.898426653,261.7788128,7.680267408,11.2788795,2.553765169,270.0254411,8806.275,9.15,382.2346167,1761.255
7.269553948,2.921729848,262.1315363,7.686770111,11.38885084,2.559520717,270.0190808,8781.396679,9.15,384.169862,1756.279336
7.2430092,2.942505055,262.4534562,7.692808826,11.48777384,2.559975273,291.12723,8822.833333,9.15,379.9768258,1764.566667
7.246267067,2.976667793,262.790917,7.702312238,11.62074235,2.577268501,270.0254473,8852.776667,9.15,380.4897911,1770.555333
7.178452,3.001304346,263.1518106,7.710580419,11.72837445,2.572533144,270.0190855,8917.75,9.15,369.9068743,1783.55
7.127166502,3.022943218,263.4789383,7.71818552,11.80793954,2.565793319,270.0254473,8949.386926,9.15,362.0351299,1789.877385
7.100091733,3.051021944,263.8678138,7.730289197,11.86077113,2.556244921,270.0254473,9015.81,9.15,357.924873,1803.162
7.180166667,3.079341892,264.261078,7.742843388,11.93075221,2.527420908,270.0190855,8936.055,9.15,370.1720088,1787.211
7.087231733,3.104928725,264.6251418,7.754585688,12.00878135,2.484824742,270.0254473,9062.713333,9.15,355.9835255,1812.542667
6.97419047,3.133708006,265.0268135,7.767984217,12.11101462,2.419841216,270.0254473,9184.747826,9.15,339.2199706,1836.949565
7.031175396,3.162731414,265.4329557,7.78183265,12.23044629,2.33557415,270.0190855,9106.729282,9.15,347.6032235,1821.345856
7.058168133,3.188930043,265.8082193,7.794700446,12.35147751,2.244765013,270.0254473,9096.37,9.15,351.6219666,1819.274
7.095719333,3.223205398,266.252958,7.811345635,12.52098875,2.084847148,270.0254473,9035.871667,9.15,357.264025,1807.174333
7.125811733,3.257377708,266.7014727,7.827560166,12.68702248,1.918675116,270.0190855,8983.275,9.15,361.8287167,1796.655
7.02799,3.288307338,267.1155539,7.8420164,12.82424913,1.775841723,270.0254473,9108.341667,9.15,347.1310042,1821.668333
6.869664426,3.322272664,267.5679337,7.857588485,12.95731684,1.634777617,270.0254473,9350.229508,9.15,324.1951912,1870.045902
7.06408201,3.356353111,268.0225451,7.873097456,13.07251422,1.509380969,297.2547025,9085.572864,9.15,352.5065552,1817.114573
7.019914613,3.400530313,268.4501055,7.896071298,13.19862035,1.406816689,270.0254536,9118.496633,9.15,345.9357844,1823.699327
7.018559333,3.432110148,268.9109359,7.915781907,13.19816768,1.378748767,270.0190902,9105.701667,9.15,345.7354618,1821.140333
6.8070552,3.459990517,269.3325025,7.934423113,13.19622336,1.354749803,270.0254536,9424.688333,9.15,315.4117131,1884.937667
6.770357945,3.489830228,269.7882062,7.954351456,13.20372851,1.321637055,270.0190902,9476.990119,9.15,310.3379525,1895.398024
6.84795,3.516185854,270.2050375,7.973165861,13.2087191,1.293251344,270.0254536,9391.933333,9.15,321.130638,1878.386667
6.8726412,3.540217885,270.6422238,7.991817296,13.21674501,1.251547745,270.0190902,9341.266667,9.15,324.6168161,1868.253333
6.710776667,3.56192657,271.0452161,8.009543536,13.22565526,1.212074088,270.0254536,9593.491667,9.15,302.2166293,1918.698333
6.811256133,3.579450574,271.4580425,8.028674884,13.24828045,1.129667093,270.0190902,9447.083333,9.15,315.9960369,1889.416667
6.834918533,3.595106142,271.8366401,8.04656226,13.26150041,1.052047624,270.0254536,9372.808333,9.15,319.3008153,1874.561667
6.679055333,3.611146628,272.2434468,8.064690471,13.27650596,0.957771408,270.0190902,9608.941667,9.15,297.95119,1921.788333
6.7342676,3.625520237,272.6168349,8.081707146,13.28311637,0.869891478,270.0254536,9538.316667,9.15,305.4014607,1907.663333
6.819486533,3.640083672,273.0176805,8.098833432,13.29049479,0.76376815,270.0254536,9417.618333,9.15,317.1429257,1883.523667
6.765646,3.653865368,273.4155054,8.115433623,13.29379828,0.651292549,270.0190902,9503.53,9.15,309.6904486,1900.706
6.690605436,3.658496549,273.7456386,8.129037467,13.24323407,0.585546778,270.0254536,9600.890244,9.15,299.4996072,1920.178049
6.768530811,3.660917324,274.0962104,8.141620085,13.18927589,0.510458811,270.0190902,9495.96332,9.15,310.0867652,1899.192664
6.7615308,3.663244237,274.4186928,8.153735253,13.13868365,0.450077688,270.0254536,9587.243333,9.15,309.1256852,1917.448667
6.720228921,3.664235941,274.7640044,8.165056624,13.09027874,0.37979829,270.0190902,9641.890288,9.15,303.4954622,1928.378058
6.744727067,3.66532439,275.0819349,8.176079028,13.04449813,0.323584107,270.0254536,9663.036667,9.15,306.8266938,1932.607333
6.783802576,3.664886965,275.4219852,8.186139071,13.00164683,0.258113507,270.0254536,9563.223729,9.15,312.1904412,1912.644746
6.710735806,3.668613032,275.7113537,8.186634623,13.11479639,0.178273398,270.0190902,9676.481802,9.15,302.2111089,1935.29636
6.8667256,3.672957061,275.973417,8.186986829,13.22725463,0.108774465,270.0254536,9475.67,9.15,323.7792994,1895.134
6.805839075,3.675191593,276.251734,8.185842138,13.33338468,0.031154991,270.0190902,9566.955684,9.15,315.2426922,1913.391137
6.823216728,3.676767143,276.4965912,8.184509791,13.42692404,-0.029740432,270.0254536,9519.686341,9.15,317.663633,1903.937268
6.87950186,3.676043231,276.7583611,8.181578861,13.51993413,-0.104564326,270.0190902,9530.591085,9.15,325.5899397,1906.118217
6.881768855,3.676801575,277.0002955,8.17911753,13.62346679,-0.176442618,270.0254536,9501.776718,9.15,325.9119196,1900.355344
6.808197233,3.672569966,277.2102227,8.172828245,13.58361205,-0.214419515,270.0190902,9539.215933,9.15,315.5704914,1907.843187
6.90096758,3.669936948,277.4010219,8.167350616,13.54489672,-0.239818428,270.0254536,9457.48731,9.15,328.6472189,1891.497462
6.719449948,3.664755141,277.608752,8.160177474,13.49710705,-0.270681026,270.0190902,9721.262522,9.15,303.3899357,1944.252504
6.752067353,3.661306272,277.7978909,8.153933397,13.45160862,-0.289952876,270.0254536,9693.632353,9.15,307.8295429,1938.726471
6.933593277,3.655178973,278.0035501,8.145877784,13.39601811,-0.313747185,270.0190902,9441.119328,9.15,333.3305258,1888.223866
6.842120133,3.650192545,278.1886968,8.138838212,13.34070782,-0.330819431,270.0254536,9619.336667,9.15,320.3111714,1923.867333
6.853858649,3.635086044,278.4079879,8.13095018,13.26976845,-0.473616732,270.0190902,9621.138514,9.15,321.9626034,1924.227703
6.856249024,3.622025602,278.6112657,8.124535314,13.20307091,-0.605028955,291.1405572,9652.713666,9.15,322.2995872,1930.542733
6.857730845,3.61772091,278.7919061,8.120635548,13.16203506,-0.750619572,270.0190949,9537.327465,9.15,322.5086054,1907.465493
6.932112713,3.603068018,278.9944077,8.113882001,13.08640572,-0.877189612,297.2708508,9461.779352,9.15,333.1170382,1892.35587
7.176962405,3.600017012,279.1539901,8.110814244,13.05084019,-1.01017535,270.0254661,9791.46493,9.15,369.6766448,1958.292986
7.070497226,3.580449316,279.3718911,8.102094181,12.95290582,-1.137928986,297.2789345,9968.318841,9.15,353.4678096,1993.663768
7.1203248,3.571370732,279.5383315,8.097540756,12.86513083,-1.240378684,270.0254724,9949.871667,9.15,360.9935269,1989.974333
6.899911351,3.546114681,279.7640748,8.087570749,12.71976117,-1.335296123,270.0191043,10335.27207,9.15,328.4963385,2067.054414
7.102041771,3.523278183,279.9706351,8.079515137,12.58157602,-1.411307397,291.1605901,10031.32841,9.15,358.2198659,2006.265683
7.126795311,3.507534432,280.143269,8.072538682,12.47302601,-1.495700631,270.019109,9950.950549,9.15,361.9785673,1990.19011
7.024427894,3.483671532,280.3460133,8.064261378,12.33989449,-1.563140183,270.0254786,10063.1469,9.15,346.6034461,2012.629381
7.014774298,3.455279311,280.562207,8.054332339,12.19625871,-1.6267361,297.2951209,10150.21915,9.15,345.1764089,2030.04383
7.059845496,3.435198406,280.7080085,8.050954808,12.02435495,-1.602079607,270.0254849,10116.79198,9.15,351.8727134,2023.358397
7.232121067,3.39956881,280.916387,8.043734502,11.79678975,-1.55867998,270.0254849,9867.34,9.15,378.2657875,1973.468
7.073987232,3.363671214,281.1235621,8.036619464,11.56527907,-1.507713091,297.3032237,10129.49091,9.15,353.9914845,2025.898182
7.176664678,3.341819917,281.2681883,8.032850281,11.38130806,-1.471935333,270.0254911,9975.779661,9.15,369.63064,1995.155932
7.401101467,3.305294846,281.4769614,8.026848589,11.12525854,-1.400135051,270.0191184,9597.573333,9.15,405.4049759,1919.514667
7.168709316,3.273089528,281.673052,8.023310871,10.87349873,-1.322412099,291.1806737,9963.404007,9.15,368.4027908,1992.680801
7.301484326,3.244090569,281.8151869,8.021423014,10.70404696,-1.174498784,270.0254974,9728.732113,9.15,389.2543475,1945.746423
7.323544574,3.205844901,282.0046919,8.018866498,10.51239673,-1.001218411,270.019123,9676.140234,9.15,392.7932243,1935.228047
7.4559708,3.172144554,282.1783779,8.017708615,10.35406324,-0.83666779,291.1873796,9545.121667,9.15,414.488605,1909.024333
7.317168533,3.142701696,282.331143,8.0167398,10.22015107,-0.692153542,270.0255036,9707.751667,9.15,391.7681937,1941.550333
7.3394592,3.104989345,282.526478,8.015689093,10.06439606,-0.515384046,270.0255036,9658.458333,9.15,395.3595027,1931.691667
7.4927504,3.067557704,282.7233637,8.015234348,9.921126856,-0.336478324,297.3275703,9323.318333,9.15,420.6528121,1864.663667
7.4076172,3.044430476,282.8588401,8.015299907,9.838390947,-0.275980313,270.0255099,9434.733333,9.15,406.4766421,1886.946667
7.301307867,3.011738421,283.0620804,8.016834564,9.706954157,-0.176831207,270.0255099,9616.99,9.15,389.2261261,1923.398
7.358834933,2.979713828,283.2681106,8.018665172,9.582180118,-0.077270978,291.2008081,9522.566667,9.15,398.4989524,1904.513333
7.597087867,2.954625988,283.4591278,8.021330252,9.469931722,-0.01548475,270.0255161,9141.195,9.15,438.4715789,1828.239
7.566909733,2.923559709,283.6759596,8.023955746,9.352771439,0.084944356,270.0255161,9135.748333,9.15,433.2670476,1827.149667
7.5601368,2.893154759,283.8958157,8.026905767,9.24265654,0.185943871,297.3438334,9187.333333,9.15,432.1046723,1837.466667
7.455113467,2.874118283,284.0834714,8.029749645,9.183007327,0.211495394,270.0255223,9356.29,9.15,414.3456401,1871.258
7.610719467,2.847053525,284.3063533,8.032184991,9.113087377,0.286584596,270.0255223,9105.348333,9.15,440.8360903,1821.069667
7.575397333,2.822096861,284.540482,8.035574748,9.056000754,0.361275862,291.2142594,9174.071667,9.15,434.7266357,1834.814333
7.488849966,2.803352617,284.8026529,8.042267487,8.998574905,0.409693598,270.0255286,9260.621212,9.15,419.9962277,1852.124242
7.632495733,2.780835291,285.0567361,8.047008365,8.939940258,0.486878073,270.0319107,9047.178333,9.15,444.6309712,1809.435667
7.63884,2.757015351,285.3454164,8.052652572,8.861489319,0.573378968,291.2209935,9099.835,9.15,445.7406486,1819.967
7.6239224,2.761900085,285.6476674,8.087661896,8.752109757,0.591702654,270.0255348,9064.976667,9.15,443.1343352,1812.995333
7.59352381,2.763329714,285.9274644,8.119453112,8.653836016,0.618590657,270.0255348,9066.571429,9.15,437.8547617,1813.314286
8.010832421,2.639932701,295.0063508,8.443450439,7.303573471,-0.582233696,291.2615178,9622.75,9.15,514.0826423,1924.55
8.0729936,2.647401882,295.6831189,8.468806888,7.317824279,-0.70170482,270.0319652,9497.558333,9.15,526.1430337,1899.511667
8.0462448,2.652600493,296.3369744,8.489285652,7.336978403,-0.827125268,270.0255722,9546.185,9.15,520.9304265,1909.237
8.025497333,2.657776942,296.927325,8.509252686,7.340235371,-0.943489787,291.2682918,9582.54,9.15,516.9111073,1916.508
8.0727364,2.666255703,297.6023231,8.532977137,7.333054739,-1.044152865,270.031973,9511.476667,9.15,526.0927476,1902.295333
8.0822528,2.661156969,298.3258125,8.5385005,7.316176978,-0.728228885,270.0255784,9457.533333,9.15,527.9554666,1891.506667
8.075994267,2.656013423,298.9908429,8.544574031,7.293419552,-0.382401728,270.0255784,9514.758333,9.15,526.7299412,1902.951667
8.077625776,2.650982574,299.6557462,8.55046303,7.28576868,-0.04176468,287.3126215,9499.9399,9.15,527.0492351,1899.98798
8.0333848,2.649121708,300.4820868,8.561072667,7.282185479,0.313768375,270.0255846,9517.581667,9.15,518.4366679,1903.516333
8.0099796,2.644213161,301.1507988,8.566819435,7.301164948,0.643881156,270.0255846,9561.16,9.15,513.9184744,1912.232
8.017352667,2.639414181,301.8195249,8.57237641,7.33481992,0.968521603,270.0255846,9543.39,9.15,515.338944,1908.678
8.001577733,2.635537334,302.4470091,8.573720565,7.424603424,0.967206886,287.3183219,9560.755,9.15,512.3029845,1912.151
8.114574267,2.634002371,303.265236,8.581726978,7.487411752,0.960745364,270.0255908,9462.988333,9.15,534.3148175,1892.597667
8.069735733,2.629157862,303.9348728,8.585885632,7.538996927,0.897652757,270.0255908,9467.091667,9.15,525.5063137,1893.418333
8.054389467,2.624233379,304.6141118,8.590514758,7.577577652,0.811321165,270.0319885,9476.676667,9.15,522.5139356,1895.335333
8.091854933,2.619329094,305.3754518,8.595719237,7.602932381,0.682568437,291.2886482,9468.091667,9.15,529.8394181,1893.618333
8.144580933,2.616014706,306.2142716,8.608147278,7.590312106,0.556692965,270.025597,9309.12,9.15,540.264249,1861.824
8.092369333,2.610855645,306.9338199,8.612954968,7.523764811,0.353594341,270.0319963,9445.648333,9.15,529.9404704,1889.129667
8.077280267,2.605572718,307.744058,8.618682468,7.444200141,0.118920487,270.025597,9458.07,9.15,526.9816065,1891.614
8.0176956,2.59983435,308.505913,8.625420075,7.355405403,-0.106393577,291.2954451,9606.37,9.15,515.405076,1921.274
8.084138933,2.594722636,309.472435,8.641166606,7.237151312,-0.348547859,270.0320041,9482.353333,9.15,528.3251755,1896.470667
8.073679467,2.587672966,310.3982076,8.651864576,7.131913425,-0.620736897,270.0256032,9536.163333,9.15,526.2771455,1907.232667
8.060648,2.580728299,311.2391661,8.66187658,7.037021625,-0.857475145,270.0256032,9562.646667,9.15,523.7329154,1912.529333
8.046502,2.574097971,312.0584166,8.669021212,7.015199888,-1.049506649,291.3022478,9539.015,9.15,520.980383,1907.803
8.062683272,2.568801805,313.0296411,8.681614136,6.994119388,-1.227189753,270.0320118,9556.677796,9.15,524.1297352,1911.335559
8.039729067,2.561676214,313.9599115,8.689980074,6.976082021,-1.421278049,270.0256095,9597.525,9.15,519.6659251,1919.505
7.9986628,2.554728778,314.8015451,8.697007718,6.962638542,-1.577585248,270.0256095,9692.033333,9.15,511.7433005,1938.406667
8.0416152,2.547571938,315.6645189,8.703412535,6.933332491,-1.727384872,270.0320118,9632.925,9.15,520.0317543,1926.585
8.000806133,2.539937805,316.6412065,8.710931296,6.892799291,-1.893086566,291.3090562,9749.708333,9.15,512.1547932,1949.941667
7.992061333,2.534653039,317.5983738,8.716531158,6.875323946,-2.035090237,270.0256157,9760.381667,9.15,510.477288,1952.076333
8.034756533,2.527807806,318.4255012,8.718545217,6.84895381,-2.176632719,270.0256157,9696.01,9.15,518.7022888,1939.202
8.027640667,2.520865029,319.2585863,8.720706034,6.820697993,-2.315391675,270.0256157,9748.475,9.15,517.3253653,1949.695
8.075994267,2.513824814,320.0976214,8.723013652,6.790556057,-2.45136607,270.0320196,9680.058333,9.15,526.7299412,1936.011667
8.0933124,2.506197882,321.0578587,8.72627023,6.743914686,-2.603306793,291.3158704,9651.233333,9.15,530.1257662,1930.246667
8.0981992,2.500171967,322.0509743,8.729798488,6.709363955,-2.721746791,270.0256219,9699.448333,9.15,531.0866273,1939.889667
8.090826133,2.492543337,322.894116,8.73007401,6.642527723,-2.833477716,270.0256219,9707.025,9.15,529.6373521,1941.405
8.106772533,2.484793438,323.7435719,8.730774608,6.574712335,-2.944995302,270.0320273,9714.441667,9.15,532.7751526,1942.888333
8.133607067,2.476367911,324.7179581,8.732904678,6.490466081,-3.074784897,270.0256219,9644.558333,9.15,538.0833622,1928.911667
8.1447524,2.468363017,325.5806869,8.734511959,6.420598628,-3.185837688,291.3226904,9661.091667,9.15,540.298372,1932.218333
8.177073867,2.461405732,326.577954,8.73803584,6.347433457,-3.306191702,270.0256281,9618.5,9.15,546.7562583,1923.7
8.2507188,2.453103253,327.4545088,8.74043739,6.273812056,-3.418643987,270.0320351,9532.775,9.15,561.6624078,1906.555
8.2255132,2.443433044,328.4503018,8.744289418,6.093316221,-3.580652975,270.0256281,9572.65,9.15,556.530552,1914.53
8.274124,2.434370941,329.3258013,8.747557158,5.934772418,-3.720955829,270.0320351,9427.241667,9.15,566.455862,1885.448333
8.287841333,2.424366508,330.3357836,8.753376444,5.751292055,-3.870451815,270.0256281,9315.45,9.15,569.2778476,1863.09
8.269151467,2.415005454,331.2239923,8.758405648,5.590117221,-3.99952477,291.3295161,9321.05,9.15,565.4351999,1864.21
8.295042933,2.406247427,332.2614083,8.765775824,5.413256529,-4.139518575,270.0320428,9325.475,9.15,570.7631348,1865.095
8.3263356,2.395668394,333.2954346,8.774542591,5.222963394,-4.271113416,270.0256343,9248.825,9.15,577.2470665,1849.765
8.349492173,2.385179871,334.1917326,8.784013182,5.042352259,-4.32981334,270.0256343,9196.891667,9.15,582.0766606,1839.378333
8.380615105,2.374154356,335.0923934,8.796162886,4.861661357,-4.336574675,270.0320428,9126.043406,9.15,588.6100677,1825.208681
8.374474867,2.362041182,336.1247795,8.811973164,4.657532156,-4.329603649,270.0256343,9111.221667,9.15,587.3172418,1822.244333
8.422125453,2.350894528,337.0246917,8.825620339,4.478498885,-4.318018077,291.3363476,9038.048333,9.15,597.3998631,1807.609667
8.41836176,2.340055219,338.0798474,8.841640548,4.279050102,-4.309061407,270.0320506,9014.661667,9.15,596.5993198,1802.932333
8.392504587,2.327693057,339.1124679,8.859875194,4.078062434,-4.269971436,270.0256405,9057.735,9.15,591.1187863,1811.547
8.401086493,2.316099566,339.9862931,8.876786021,3.863343335,-4.203724748,270.0320506,9023.306667,9.15,592.9340187,1804.661333
8.45205496,2.3036404,340.9783401,8.897093275,3.627838118,-4.108117527,270.0256405,8911.083333,9.15,603.7914199,1782.216667
8.459659507,2.292484352,341.8218845,8.91388072,3.421913777,-4.005697061,270.0320506,8920.091667,9.15,605.42263,1784.018333
8.363294832,2.280524904,342.7835505,8.933525635,3.197262847,-3.884027991,291.3431849,8624.568254,9.15,584.9681517,1724.913651
8.353123634,2.269868417,343.769729,8.950843581,2.98854712,-3.776617699,270.0256467,8856.008475,9.15,582.8364821,1771.201695
8.44248712,2.25914759,344.591493,8.966653696,2.793981325,-3.665570887,270.0320583,9023.583333,9.15,601.7432402,1804.716667
