STW,CHs,CHdg,CTz,windU,windV,Heading,Power,Draft,Speed,Power
8.436580093,2.247820266,345.4932125,8.98434257,2.566594325,-3.492417583,270.0256467,9010.108333,9.15,600.4810433,1802.021667
8.430973062,2.237610934,346.2637423,8.998353526,2.360476308,-3.33346842,270.0320583,8996.813022,9.15,599.2845826,1799.362604
8.427663827,2.227340365,347.1197339,9.011700878,2.11130823,-3.144804436,270.0256467,9020.78,9.15,598.5791852,1804.156
8.441466893,2.218257562,347.8378708,9.020669022,1.873651693,-2.968611507,270.0320583,9028,9.15,601.5251148,1805.6
8.438663413,2.208714475,348.6571546,9.030817218,1.607611324,-2.766573301,270.0256467,9060.908333,9.15,600.9259996,1812.181667
8.455184227,2.199945639,349.3579453,9.038629402,1.369218073,-2.582870518,287.3756015,9005.741667,9.15,604.4623067,1801.148333
8.422588413,2.195055834,350.2682899,9.054201216,1.153822715,-2.272060373,270.0256528,9029.061667,9.15,597.4983848,1805.812333
8.446593747,2.190911654,350.911979,9.068086726,0.95991629,-1.982998482,270.0320661,8987.918333,9.15,602.6217741,1797.583667
8.448111227,2.186515507,351.6547029,9.083746441,0.741240924,-1.660638897,270.0256528,8975.466667,9.15,602.946626,1795.093333
8.4665096,2.183265532,352.2548589,9.096062392,0.527506808,-1.344456862,270.0256528,8899.428333,9.15,606.8945192,1779.885667
8.43245632,2.180272451,352.8484714,9.108377677,0.316937806,-1.022229702,270.0320661,8977.606667,9.15,599.600934,1795.521333
8.4434902,2.177224005,353.5316698,9.121942866,0.077319166,-0.663100328,270.0256528,8926.986667,9.15,601.957751,1785.397333
8.427149427,2.170190702,354.0502872,9.12371162,-0.109440973,-0.311925305,270.0256528,8913,9.15,598.4695854,1782.6
8.450726093,2.163240234,354.5618767,9.125063047,-0.293157772,0.03731011,270.0320661,8887.17,9.15,603.506673,1777.434
8.44397888,2.156091564,355.1599577,9.127092685,-0.504914088,0.414757488,270.0256528,8844.33,9.15,602.0622748,1768.866
8.4343596,2.149317661,355.656645,9.127559696,-0.682175174,0.759892811,287.3813571,8861.233333,9.15,600.0070314,1772.246667
8.446198958,2.142635884,323.0202388,9.12599878,-0.796411826,1.127912839,270.025659,8863.747913,9.15,602.5372796,1772.749583
8.437660333,2.136393824,284.8339367,9.124044263,-0.907500336,1.458694478,270.025659,8857.498333,9.15,600.711734,1771.499667
8.414675227,2.130252432,253.2482811,9.122288685,-1.007304819,1.606600142,270.0320738,8918.02,9.15,595.8158823,1783.604
8.393079,2.124011773,213.7604611,9.120987349,-1.11056522,1.77779227,270.025659,8957.645,9.15,591.2401695,1791.529
8.393559107,2.117979708,182.1818002,9.119027421,-1.18848232,1.918771684,270.025659,8929.62,9.15,591.3416369,1785.924
8.41020852,2.111999092,150.5970353,9.116970959,-1.256100876,2.056631994,270.0320738,8892.776667,9.15,594.8675668,1778.555333
8.352912933,2.105948144,119.0771352,9.11535479,-1.300910789,2.207349608,270.025659,8986.635,9.15,582.7923786,1797.327
8.394896361,2.100090068,119.4346677,9.113132742,-1.255557909,2.301688758,270.025659,8884.30217,9.15,591.6243179,1776.860434
8.420788013,2.095750621,119.7564539,9.110484866,-1.168944799,2.52157142,270.0320738,8846.553333,9.15,597.1153056,1769.310667
8.424577427,2.091307545,120.1388787,9.108212701,-1.049231299,2.753176107,270.025659,8838.59,9.15,597.9217866,1767.718
8.314668543,2.086996447,120.445053,9.105331437,-0.930346083,2.965838973,270.0320738,8983.507538,9.15,574.8239085,1796.701508
8.3524414,2.08258333,120.8100683,9.102799848,-0.774618836,3.189134005,270.025659,8967.625,9.15,582.6936859,1793.525
8.40123224,2.078298169,121.1006759,9.09968542,-0.623505477,3.394397531,270.025659,8880.101667,9.15,592.9648788,1776.020333
8.415824053,2.074061308,117.3746417,9.096433531,-0.444208764,3.58280922,287.3871177,8852.991667,9.15,596.0599497,1770.598333
8.404747307,2.06875002,91.77034818,9.08834255,-0.05101656,3.678082013,270.0256652,8870.501667,9.15,593.7094779,1774.100333
8.357165307,2.063888381,85.95967596,9.081624429,0.352069329,3.745640075,270.0256652,8922.113333,9.15,583.6829108,1784.422667
8.31144372,2.05903348,84.93904269,9.074869708,0.763566575,3.795227258,270.0320815,9088.465,9.15,574.155336,1817.693
8.408567893,2.054109415,87.5624666,9.068459035,1.22636491,3.818105348,270.0256652,8911.15025,9.15,594.5195022,1782.23005
8.327895947,2.049273094,96.70220281,9.061634444,1.655484035,3.829481578,270.0256652,9051.003333,9.15,577.5716538,1810.200667
8.345016893,2.044434635,110.6525375,9.054756969,2.093507426,3.823001191,270.0320815,8994.215,9.15,581.1411929,1798.843
8.31934225,2.044538426,103.6479166,9.058952918,2.366482832,3.725028991,270.0256652,9023.467446,8.95,575.7937858,1804.693489
8.27663147,2.044551345,89.35921402,9.061506761,2.534751186,3.659327203,270.0256652,9085.673835,8.95,566.9710106,1817.134767
8.31674204,2.044303143,75.06569117,9.063066587,2.690236349,3.609107316,270.0320815,9052.38,8.95,575.2540615,1810.476
8.245035286,2.04363611,57.20989873,9.063363017,2.847907751,3.570703195,270.0256652,9074.964646,8.95,560.5025024,1814.992929
8.263124413,2.042832205,42.90635503,9.062803467,2.975930564,3.553474273,270.0256652,9044.153333,8.95,564.1997316,1808.830667
8.2838976,2.041766825,28.59806286,9.061247242,3.091067705,3.551762552,270.0256652,9009.03,8.95,568.4655691,1801.806
8.286555333,2.037070655,14.33551031,9.052049488,3.267350195,3.502959182,270.0320815,9074.143333,8.95,569.0128892,1814.828667
8.314701587,2.032506442,3.690418658,9.040805299,3.464993863,3.446963682,270.0256652,9036.061667,8.95,574.8307619,1807.212333
8.30336764,2.028372969,3.781185178,9.028787458,3.654015487,3.372377892,270.0256652,9020.158333,8.95,572.4832726,1804.031667
8.321723147,2.024227418,3.861815807,9.016364568,3.8415983,3.287151334,270.0320815,9027.253333,8.95,576.2882832,1805.450667
8.293534027,2.019975171,3.960685118,9.002288884,4.042121088,3.182763213,270.0256652,9021.118333,8.95,570.4517181,1804.223667
8.303059,2.015804839,4.019786761,8.989007089,4.226616292,3.074939185,270.0256652,8996.26,8.95,572.4194366,1799.252
8.290927733,2.011336832,4.017105176,8.973142667,4.377358717,2.939906736,270.0320815,8990.015,8.95,569.9140833,1798.003
8.292128,2.006790171,4.04048999,8.956211795,4.526740465,2.789390303,270.0256652,8987.925,8.95,570.1616363,1797.585
8.274038267,2.00220298,4.035259526,8.941217956,4.638007606,2.631294636,270.0256652,8993.248333,8.95,566.438254,1798.649667
8.271894933,1.99739992,4.033682208,8.927164214,4.715982142,2.466073478,270.0320815,9018.476667,8.95,565.9981721,1803.695333
8.255948533,1.992320186,4.066423005,8.912831817,4.768254971,2.295197768,270.0256652,8996.05,8.95,562.7311171,1799.21
8.225941867,1.987331874,4.078385794,8.899998199,4.797302669,2.151532873,270.0320815,9022.481667,8.95,556.6175661,1804.496333
8.217111333,1.981208263,4.156962033,8.889357763,4.665142182,2.068495709,270.0256652,9029.931667,8.95,554.826906,1805.986333
8.241288133,1.975279024,4.213438071,8.879896858,4.538754915,2.016534101,270.0256652,8996.303333,8.95,559.7386485,1799.260667
8.181103333,1.969344594,4.276558252,8.870834752,4.41262892,1.981105482,270.0320815,9090.788333,8.95,547.5649419,1818.157667
8.2121388,1.963372744,4.345062581,8.860297902,4.286357605,1.9775991,270.0256652,9076.513333,8.95,553.8202653,1815.302667
8.261692667,1.957676706,4.372645535,8.85010807,4.17614447,2.003228727,270.0320815,9035.138333,8.95,563.9065068,1807.027667
8.217454267,1.951859712,4.422043653,8.839044899,4.074874137,2.046282667,270.0256652,9125.336667,8.95,554.8963744,1825.067333
8.236744267,1.946062613,4.425665047,8.827518295,4.096123578,2.139775837,270.0320815,9096.436667,8.95,558.8133166,1819.287333
8.182051553,1.940193116,4.449730084,8.814938765,4.117948724,2.249682623,270.0256652,9119.791319,8.95,547.7553582,1823.958264
8.218740267,1.934519993,4.452303681,8.80330657,4.142182251,2.363721072,270.0320815,9060.221667,8.95,555.1569326,1812.044333
8.275067067,1.928782348,4.475099333,8.790599556,4.16734422,2.4966852,270.0256652,9034.526667,8.95,566.6495743,1806.905333
8.262892933,1.923473934,4.441492359,8.777632865,4.198977621,2.650236391,270.0256652,9035.473333,8.95,564.1523171,1807.094667
8.238716133,1.918207399,4.409215927,8.764656991,4.231535,2.811188703,270.0320815,9134.855,8.95,559.2147503,1826.971
8.232629067,1.91276361,4.312191294,8.744972248,4.258530426,2.91840771,248.6875928,9161.476667,8.95,557.9761606,1832.295333
8.280305373,1.907280235,4.218078306,8.733630235,4.251158986,2.991031458,270.0320738,9127.385,8.95,567.726362,1825.477
8.307388533,1.901936437,4.126471382,8.713807628,4.262805305,3.091967387,270.025659,9149.795,8.95,573.3153479,1829.959
8.313561333,1.896669938,4.020829632,8.69518626,4.269350749,3.174659938,270.025659,9181.351667,8.95,574.5943026,1836.270333
8.284326267,1.89145186,3.913804564,8.676421768,4.270215205,3.254502675,270.0320738,9117.308333,8.95,568.5538228,1823.461667
8.2283424,1.886164183,3.828040968,8.657459181,4.254789152,3.346725866,270.025659,9115.808333,8.95,557.1050127,1823.161667
8.229369482,1.884869486,3.693180013,8.647323909,4.236545201,3.434109403,270.025659,9119.946578,8.95,557.3136565,1823.989316
